ORF	KEGGID	Pathway
YDR298C	1100	Metabolic pathways
YDR300C	330	Arginine and proline metabolism
YDR300C	1100	Metabolic pathways
YDR301W	3015	mRNA surveillance pathway
YDR302W	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YDR302W	1100	Metabolic pathways
YDR305C	230	Purine metabolism
tV(CAC)D	970	Aminoacyl-tRNA biosynthesis
YDR307W	514	Other types of O-glycan biosynthesis
YDR310C	4113	Meiosis - yeast
YDR311W	3022	Basal transcription factors
YDR311W	3420	Nucleotide excision repair
tF(GAA)D	970	Aminoacyl-tRNA biosynthesis
YDR321W	250	Alanine, aspartate and glutamate metabolism
YDR321W	460	Cyanoamino acid metabolism
YDR321W	910	Nitrogen metabolism
YDR321W	1100	Metabolic pathways
YDR321W	1110	Biosynthesis of secondary metabolites
YDR324C	3008	Ribosome biogenesis in eukaryotes
YDR325W	4111	Cell cycle - yeast
YDR328C	4111	Cell cycle - yeast
YDR328C	4120	Ubiquitin mediated proteolysis
YDR328C	4141	Protein processing in endoplasmic reticulum
YDR329C	4146	Peroxisome
YDR331W	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YDR331W	1100	Metabolic pathways
YDR335W	3013	RNA transport
YDR339C	3008	Ribosome biogenesis in eukaryotes
YDR341C	970	Aminoacyl-tRNA biosynthesis
YDR342C	4113	Meiosis - yeast
YDR343C	4113	Meiosis - yeast
YDR345C	4113	Meiosis - yeast
YDR347W	4146	Peroxisome
tM(CAU)D	970	Aminoacyl-tRNA biosynthesis
YDR353W	240	Pyrimidine metabolism
YDR353W	450	Selenocompound metabolism
YDR354W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YDR354W	1100	Metabolic pathways
YDR354W	1110	Biosynthesis of secondary metabolites
tK(CUU)D1	970	Aminoacyl-tRNA biosynthesis
YDR363W-A	3050	Proteasome
YDR363W-A	3440	Homologous recombination
YDR364C	3040	Spliceosome
YDR368W	51	Fructose and mannose metabolism
YDR368W	650	Butanoate metabolism
YDR368W	1100	Metabolic pathways
YDR369C	3440	Homologous recombination
YDR369C	3450	Non-homologous end-joining
YDR371W	520	Amino sugar and nucleotide sugar metabolism
YDR377W	190	Oxidative phosphorylation
YDR377W	1100	Metabolic pathways
YDR378C	3018	RNA degradation
YDR378C	3040	Spliceosome
YDR380W	360	Phenylalanine metabolism
YDR380W	1100	Metabolic pathways
YDR381W	3013	RNA transport
YDR381W	3015	mRNA surveillance pathway
YDR381W	3040	Spliceosome
YDR382W	3010	Ribosome
YDR386W	3440	Homologous recombination
YDR390C	4120	Ubiquitin mediated proteolysis
tG(CCC)D	970	Aminoacyl-tRNA biosynthesis
YDR394W	3050	Proteasome
YDR398W	3008	Ribosome biogenesis in eukaryotes
YDR402C	71	Fatty acid degradation
YDR402C	380	Tryptophan metabolism
YDR404C	230	Purine metabolism
YDR404C	240	Pyrimidine metabolism
YDR404C	1100	Metabolic pathways
YDR404C	3020	RNA polymerase
YDR408C	230	Purine metabolism
YDR408C	670	One carbon pool by folate
YDR408C	1100	Metabolic pathways
YDR408C	1110	Biosynthesis of secondary metabolites
YDR411C	4141	Protein processing in endoplasmic reticulum
YDR416W	3040	Spliceosome
YDR418W	3010	Ribosome
tS(AGA)D3	970	Aminoacyl-tRNA biosynthesis
YDR427W	3050	Proteasome
YDR428C	380	Tryptophan metabolism
YDR428C	630	Glyoxylate and dicarboxylate metabolism
YDR428C	1100	Metabolic pathways
YDR429C	3013	RNA transport
YDR434W	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YDR434W	1100	Metabolic pathways
YDR437W	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YDR437W	1100	Metabolic pathways
YDR439W	4113	Meiosis - yeast
YDR440W	310	Lysine degradation
YDR441C	230	Purine metabolism
YDR441C	1100	Metabolic pathways
tK(CUU)D2	970	Aminoacyl-tRNA biosynthesis
YDR447C	3010	Ribosome
YDR449C	3008	Ribosome biogenesis in eukaryotes
YDR450W	3010	Ribosome
YDR451C	4111	Cell cycle - yeast
YDR454C	230	Purine metabolism
YDR454C	1100	Metabolic pathways
YDR457W	4120	Ubiquitin mediated proteolysis
YDR460W	3420	Nucleotide excision repair
YDR461W	4011	MAPK signaling pathway - yeast
YDR465C	340	Histidine metabolism
YDR465C	350	Tyrosine metabolism
YDR468C	4130	SNARE interactions in vesicular transport
YDR471W	3010	Ribosome
YDR473C	3040	Spliceosome
YDR477W	4113	Meiosis - yeast
YDR478W	3008	Ribosome biogenesis in eukaryotes
YDR480W	4011	MAPK signaling pathway - yeast
YDR481C	790	Folate biosynthesis
YDR481C	1100	Metabolic pathways
YDR483W	514	Other types of O-glycan biosynthesis
YDR486C	4144	Endocytosis
YDR487C	740	Riboflavin metabolism
YDR487C	1100	Metabolic pathways
YDR488C	4145	Phagosome
YDR498C	4130	SNARE interactions in vesicular transport
YDR499W	4111	Cell cycle - yeast
YDR500C	3010	Ribosome
YDR502C	270	Cysteine and methionine metabolism
YDR502C	1100	Metabolic pathways
YDR502C	1110	Biosynthesis of secondary metabolites
tL(CAA)D	970	Aminoacyl-tRNA biosynthesis
YDR507C	4111	Cell cycle - yeast
YDR510W	3013	RNA transport
YDR518W	4141	Protein processing in endoplasmic reticulum
YDR523C	4113	Meiosis - yeast
YDR529C	190	Oxidative phosphorylation
YDR529C	1100	Metabolic pathways
YDR530C	230	Purine metabolism
YDR531W	770	Pantothenate and CoA biosynthesis
YDR531W	1100	Metabolic pathways
YEL070W	51	Fructose and mannose metabolism
YEL069C	4113	Meiosis - yeast
YEL058W	520	Amino sugar and nucleotide sugar metabolism
YEL054C	3010	Ribosome
YEL051W	190	Oxidative phosphorylation
YEL051W	1100	Metabolic pathways
YEL051W	4145	Phagosome
tG(GCC)E	970	Aminoacyl-tRNA biosynthesis
YEL046C	260	Glycine, serine and threonine metabolism
YEL046C	1100	Metabolic pathways
YEL046C	1110	Biosynthesis of secondary metabolites
YEL038W	270	Cysteine and methionine metabolism
YEL037C	3420	Nucleotide excision repair
YEL037C	4141	Protein processing in endoplasmic reticulum
YEL036C	513	Various types of N-glycan biosynthesis
YEL036C	1100	Metabolic pathways
tS(AGA)E	970	Aminoacyl-tRNA biosynthesis
YEL032W	3030	DNA replication
YEL032W	4111	Cell cycle - yeast
YEL032W	4113	Meiosis - yeast
YEL029C	750	Vitamin B6 metabolism
YEL029C	1100	Metabolic pathways
tM(CAU)E	970	Aminoacyl-tRNA biosynthesis
YEL027W	190	Oxidative phosphorylation
YEL027W	1100	Metabolic pathways
YEL027W	4145	Phagosome
YEL026W	3008	Ribosome biogenesis in eukaryotes
YEL026W	3040	Spliceosome
YEL024W	190	Oxidative phosphorylation
YEL024W	1100	Metabolic pathways
YEL021W	240	Pyrimidine metabolism
YEL021W	1100	Metabolic pathways
YEL020C	4146	Peroxisome
YEL015W	3018	RNA degradation
YEL013W	4140	Regulation of autophagy
tQ(UUG)E2	970	Aminoacyl-tRNA biosynthesis
YEL012W	4120	Ubiquitin mediated proteolysis
YEL011W	500	Starch and sucrose metabolism
YEL011W	1100	Metabolic pathways
tK(CUU)E1	970	Aminoacyl-tRNA biosynthesis
tR(UCU)E	970	Aminoacyl-tRNA biosynthesis
YEL002C	510	N-Glycan biosynthesis
YEL002C	513	Various types of N-glycan biosynthesis
YEL002C	1100	Metabolic pathways
YEL002C	4141	Protein processing in endoplasmic reticulum
YER001W	513	Various types of N-glycan biosynthesis
YER001W	514	Other types of O-glycan biosynthesis
YER001W	1100	Metabolic pathways
YER003C	51	Fructose and mannose metabolism
YER003C	520	Amino sugar and nucleotide sugar metabolism
YER003C	1100	Metabolic pathways
YER003C	1110	Biosynthesis of secondary metabolites
YER005W	230	Purine metabolism
YER005W	240	Pyrimidine metabolism
YER006W	3008	Ribosome biogenesis in eukaryotes
tE(UUC)E1	970	Aminoacyl-tRNA biosynthesis
YER012W	3050	Proteasome
YER013W	3040	Spliceosome
YER014W	860	Porphyrin and chlorophyll metabolism
YER014W	1100	Metabolic pathways
YER014W	1110	Biosynthesis of secondary metabolites
YER015W	71	Fatty acid degradation
YER015W	1100	Metabolic pathways
YER015W	4146	Peroxisome
YER019C-A	3060	Protein export
YER019C-A	4141	Protein processing in endoplasmic reticulum
YER019C-A	4145	Phagosome
YER020W	4113	Meiosis - yeast
YER021W	3050	Proteasome
YER023W	330	Arginine and proline metabolism
YER023W	1100	Metabolic pathways
YER023W	1110	Biosynthesis of secondary metabolites
YER025W	3013	RNA transport
tH(GUG)E1	970	Aminoacyl-tRNA biosynthesis
YER026C	260	Glycine, serine and threonine metabolism
YER026C	564	Glycerophospholipid metabolism
YER026C	1100	Metabolic pathways
YER029C	3040	Spliceosome
YER043C	270	Cysteine and methionine metabolism
YER043C	1100	Metabolic pathways
tQ(UUG)E1	970	Aminoacyl-tRNA biosynthesis
YER052C	260	Glycine, serine and threonine metabolism
YER052C	270	Cysteine and methionine metabolism
YER052C	300	Lysine biosynthesis
YER052C	1100	Metabolic pathways
YER052C	1110	Biosynthesis of secondary metabolites
YER055C	340	Histidine metabolism
YER055C	1100	Metabolic pathways
YER055C	1110	Biosynthesis of secondary metabolites
YER056C-A	3010	Ribosome
YER061C	61	Fatty acid biosynthesis
YER061C	1100	Metabolic pathways
YER062C	561	Glycerolipid metabolism
YER062C	1100	Metabolic pathways
YER065C	630	Glyoxylate and dicarboxylate metabolism
YER065C	1100	Metabolic pathways
tS(UGA)E	970	Aminoacyl-tRNA biosynthesis
YER068W	3018	RNA degradation
YER069W	330	Arginine and proline metabolism
YER069W	1100	Metabolic pathways
YER069W	1110	Biosynthesis of secondary metabolites
YER070W	230	Purine metabolism
YER070W	240	Pyrimidine metabolism
YER070W	480	Glutathione metabolism
YER070W	1100	Metabolic pathways
YER073W	10	Glycolysis / Gluconeogenesis
YER073W	40	Pentose and glucuronate interconversions
YER073W	71	Fatty acid degradation
YER073W	280	Valine, leucine and isoleucine degradation
YER073W	310	Lysine degradation
YER073W	330	Arginine and proline metabolism
YER073W	340	Histidine metabolism
YER073W	380	Tryptophan metabolism
YER073W	410	beta-Alanine metabolism
YER073W	561	Glycerolipid metabolism
YER073W	620	Pyruvate metabolism
YER073W	640	Propanoate metabolism
YER073W	903	Limonene and pinene degradation
YER073W	1100	Metabolic pathways
YER073W	1110	Biosynthesis of secondary metabolites
YER074W	3010	Ribosome
tA(UGC)E	970	Aminoacyl-tRNA biosynthesis
YER078C	310	Lysine degradation
YER078C	780	Biotin metabolism
YER078C	1100	Metabolic pathways
YER081W	260	Glycine, serine and threonine metabolism
YER081W	680	Methane metabolism
YER081W	1100	Metabolic pathways
YER086W	260	Glycine, serine and threonine metabolism
YER086W	290	Valine, leucine and isoleucine biosynthesis
YER086W	1100	Metabolic pathways
YER086W	1110	Biosynthesis of secondary metabolites
YER087W	970	Aminoacyl-tRNA biosynthesis
YER087C-B	3060	Protein export
YER087C-B	4141	Protein processing in endoplasmic reticulum
YER087C-B	4145	Phagosome
YER090W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YER090W	1100	Metabolic pathways
YER090W	1110	Biosynthesis of secondary metabolites
YER091C	270	Cysteine and methionine metabolism
YER091C	450	Selenocompound metabolism
YER091C	1100	Metabolic pathways
YER091C	1110	Biosynthesis of secondary metabolites
YER094C	3050	Proteasome
YER095W	3440	Homologous recombination
tE(UUC)E2	970	Aminoacyl-tRNA biosynthesis
YER099C	30	Pentose phosphate pathway
YER099C	230	Purine metabolism
YER099C	1100	Metabolic pathways
YER099C	1110	Biosynthesis of secondary metabolites
YER100W	4120	Ubiquitin mediated proteolysis
YER100W	4141	Protein processing in endoplasmic reticulum
YER102W	3010	Ribosome
YER103W	3040	Spliceosome
YER103W	4141	Protein processing in endoplasmic reticulum
YER103W	4144	Endocytosis
YER106W	4113	Meiosis - yeast
YER107C	3013	RNA transport
YER111C	4011	MAPK signaling pathway - yeast
YER111C	4111	Cell cycle - yeast
YER111C	4113	Meiosis - yeast
YER112W	3018	RNA degradation
YER112W	3040	Spliceosome
YER117W	3010	Ribosome
YER118C	4011	MAPK signaling pathway - yeast
YER122C	4144	Endocytosis
YER125W	4120	Ubiquitin mediated proteolysis
YER125W	4144	Endocytosis
YER131W	3010	Ribosome
YER133W	4113	Meiosis - yeast
tH(GUG)E2	970	Aminoacyl-tRNA biosynthesis
tK(CUU)E2	970	Aminoacyl-tRNA biosynthesis
tV(AAC)E1	970	Aminoacyl-tRNA biosynthesis
tI(AAU)E1	970	Aminoacyl-tRNA biosynthesis
YER141W	190	Oxidative phosphorylation
YER141W	860	Porphyrin and chlorophyll metabolism
YER141W	1100	Metabolic pathways
YER141W	1110	Biosynthesis of secondary metabolites
YER142C	3410	Base excision repair
YER144C	4144	Endocytosis
YER146W	3018	RNA degradation
YER146W	3040	Spliceosome
YER147C	4111	Cell cycle - yeast
YER148W	3022	Basal transcription factors
tV(AAC)E2	970	Aminoacyl-tRNA biosynthesis
YER154W	3060	Protein export
tE(UUC)E3	970	Aminoacyl-tRNA biosynthesis
tR(ACG)E	970	Aminoacyl-tRNA biosynthesis
YER162C	3420	Nucleotide excision repair
YER165W	3013	RNA transport
YER165W	3015	mRNA surveillance pathway
YER165W	3018	RNA degradation
YER168C	3013	RNA transport
YER170W	230	Purine metabolism
YER170W	1100	Metabolic pathways
YER170W	1110	Biosynthesis of secondary metabolites
YER171W	3420	Nucleotide excision repair
YER172C	3040	Spliceosome
YER173W	4111	Cell cycle - yeast
YER173W	4113	Meiosis - yeast
YER178W	10	Glycolysis / Gluconeogenesis
YER178W	20	Citrate cycle (TCA cycle)
YER178W	290	Valine, leucine and isoleucine biosynthesis
YER178W	620	Pyruvate metabolism
YER178W	650	Butanoate metabolism
YER178W	1100	Metabolic pathways
YER178W	1110	Biosynthesis of secondary metabolites
YER179W	4113	Meiosis - yeast
tI(AAU)E2	970	Aminoacyl-tRNA biosynthesis
YER183C	670	One carbon pool by folate
YER183C	1100	Metabolic pathways
YFL060C	750	Vitamin B6 metabolism
YFL059W	750	Vitamin B6 metabolism
YFL056C	51	Fructose and mannose metabolism
YFL056C	650	Butanoate metabolism
YFL056C	1100	Metabolic pathways
YFL053W	561	Glycerolipid metabolism
YFL053W	680	Methane metabolism
YFL053W	1100	Metabolic pathways
YFL045C	51	Fructose and mannose metabolism
YFL045C	520	Amino sugar and nucleotide sugar metabolism
YFL045C	1100	Metabolic pathways
YFL045C	1110	Biosynthesis of secondary metabolites
YFL044C	4141	Protein processing in endoplasmic reticulum
YFL039C	4145	Phagosome
YFL037W	4145	Phagosome
YFL034C-A	3010	Ribosome
YFL033C	4113	Meiosis - yeast
YFL030W	250	Alanine, aspartate and glutamate metabolism
YFL030W	260	Glycine, serine and threonine metabolism
YFL030W	680	Methane metabolism
YFL030W	1100	Metabolic pathways
YFL030W	1110	Biosynthesis of secondary metabolites
YFL030W	4146	Peroxisome
YFL029C	4111	Cell cycle - yeast
YFL028C	3018	RNA degradation
YFL026W	4011	MAPK signaling pathway - yeast
YFL025C	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YFL025C	1100	Metabolic pathways
YFL022C	970	Aminoacyl-tRNA biosynthesis
tP(UGG)F	970	Aminoacyl-tRNA biosynthesis
YFL018C	10	Glycolysis / Gluconeogenesis
YFL018C	20	Citrate cycle (TCA cycle)
YFL018C	260	Glycine, serine and threonine metabolism
YFL018C	280	Valine, leucine and isoleucine degradation
YFL018C	620	Pyruvate metabolism
YFL018C	1100	Metabolic pathways
YFL018C	1110	Biosynthesis of secondary metabolites
YFL017W-A	3040	Spliceosome
YFL017C	520	Amino sugar and nucleotide sugar metabolism
YFL011W	4113	Meiosis - yeast
YFL009W	4111	Cell cycle - yeast
YFL009W	4120	Ubiquitin mediated proteolysis
YFL008W	4111	Cell cycle - yeast
YFL008W	4113	Meiosis - yeast
YFL007W	3050	Proteasome
tN(GUU)F	970	Aminoacyl-tRNA biosynthesis
YFR002W	3013	RNA transport
YFR004W	3050	Proteasome
YFR005C	3040	Spliceosome
tF(GAA)F	970	Aminoacyl-tRNA biosynthesis
tG(GCC)F1	970	Aminoacyl-tRNA biosynthesis
tY(GUA)F1	970	Aminoacyl-tRNA biosynthesis
YFR015C	500	Starch and sucrose metabolism
tG(GCC)F2	970	Aminoacyl-tRNA biosynthesis
YFR019W	562	Inositol phosphate metabolism
YFR019W	4070	Phosphatidylinositol signaling system
YFR019W	4145	Phagosome
tS(GCU)F	970	Aminoacyl-tRNA biosynthesis
YFR025C	340	Histidine metabolism
YFR025C	1100	Metabolic pathways
YFR025C	1110	Biosynthesis of secondary metabolites
tA(AGC)F	970	Aminoacyl-tRNA biosynthesis
YFR028C	4111	Cell cycle - yeast
YFR028C	4113	Meiosis - yeast
tY(GUA)F2	970	Aminoacyl-tRNA biosynthesis
YFR030W	920	Sulfur metabolism
YFR030W	1100	Metabolic pathways
YFR031C	4111	Cell cycle - yeast
YFR031C-A	3010	Ribosome
YFR032C-A	3010	Ribosome
YFR033C	190	Oxidative phosphorylation
YFR033C	1100	Metabolic pathways
YFR034C	4111	Cell cycle - yeast
tK(CUU)F	970	Aminoacyl-tRNA biosynthesis
YFR036W	4111	Cell cycle - yeast
YFR036W	4113	Meiosis - yeast
YFR036W	4120	Ubiquitin mediated proteolysis
YFR047C	760	Nicotinate and nicotinamide metabolism
YFR047C	1100	Metabolic pathways
YFR050C	3050	Proteasome
YFR052W	3050	Proteasome
YFR053C	10	Glycolysis / Gluconeogenesis
YFR053C	51	Fructose and mannose metabolism
YFR053C	52	Galactose metabolism
YFR053C	500	Starch and sucrose metabolism
YFR053C	520	Amino sugar and nucleotide sugar metabolism
YFR053C	1100	Metabolic pathways
YFR053C	1110	Biosynthesis of secondary metabolites
YFR055W	270	Cysteine and methionine metabolism
YFR055W	450	Selenocompound metabolism
YFR055W	910	Nitrogen metabolism
YFR055W	920	Sulfur metabolism
YFR055W	1100	Metabolic pathways
YFR055W	1110	Biosynthesis of secondary metabolites
YGL257C	514	Other types of O-glycan biosynthesis
YGL256W	10	Glycolysis / Gluconeogenesis
YGL256W	71	Fatty acid degradation
YGL256W	350	Tyrosine metabolism
YGL256W	1100	Metabolic pathways
YGL256W	1110	Biosynthesis of secondary metabolites
YGL253W	10	Glycolysis / Gluconeogenesis
YGL253W	51	Fructose and mannose metabolism
YGL253W	52	Galactose metabolism
YGL253W	500	Starch and sucrose metabolism
YGL253W	520	Amino sugar and nucleotide sugar metabolism
YGL253W	1100	Metabolic pathways
YGL253W	1110	Biosynthesis of secondary metabolites
YGL248W	230	Purine metabolism
YGL245W	860	Porphyrin and chlorophyll metabolism
YGL245W	970	Aminoacyl-tRNA biosynthesis
YGL245W	1100	Metabolic pathways
YGL245W	1110	Biosynthesis of secondary metabolites
YGL240W	4111	Cell cycle - yeast
YGL240W	4113	Meiosis - yeast
YGL240W	4120	Ubiquitin mediated proteolysis
YGL234W	230	Purine metabolism
YGL234W	1100	Metabolic pathways
YGL234W	1110	Biosynthesis of secondary metabolites
YGL226C-A	510	N-Glycan biosynthesis
YGL226C-A	513	Various types of N-glycan biosynthesis
YGL226C-A	1100	Metabolic pathways
YGL226C-A	4141	Protein processing in endoplasmic reticulum
tV(AAC)G3	970	Aminoacyl-tRNA biosynthesis
YGL213C	3018	RNA degradation
YGL212W	4130	SNARE interactions in vesicular transport
YGL211W	4122	Sulfur relay system
YGL206C	4144	Endocytosis
YGL205W	71	Fatty acid degradation
YGL205W	592	alpha-Linolenic acid metabolism
YGL205W	1040	Biosynthesis of unsaturated fatty acids
YGL205W	1100	Metabolic pathways
YGL205W	4146	Peroxisome
tH(GUG)G1	970	Aminoacyl-tRNA biosynthesis
tK(UUU)G1	970	Aminoacyl-tRNA biosynthesis
YGL202W	130	Ubiquinone and other terpenoid-quinone biosynthesis
YGL202W	270	Cysteine and methionine metabolism
YGL202W	300	Lysine biosynthesis
YGL202W	350	Tyrosine metabolism
YGL202W	360	Phenylalanine metabolism
YGL202W	380	Tryptophan metabolism
YGL202W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YGL202W	1100	Metabolic pathways
YGL202W	1110	Biosynthesis of secondary metabolites
YGL201C	3030	DNA replication
YGL201C	4111	Cell cycle - yeast
YGL201C	4113	Meiosis - yeast
tK(CUU)G1	970	Aminoacyl-tRNA biosynthesis
YGL191W	190	Oxidative phosphorylation
YGL191W	1100	Metabolic pathways
YGL190C	3015	mRNA surveillance pathway
YGL190C	4111	Cell cycle - yeast
YGL189C	3010	Ribosome
YGL187C	190	Oxidative phosphorylation
YGL187C	1100	Metabolic pathways
YGL184C	270	Cysteine and methionine metabolism
YGL184C	450	Selenocompound metabolism
YGL184C	910	Nitrogen metabolism
YGL184C	920	Sulfur metabolism
YGL184C	1100	Metabolic pathways
YGL184C	1110	Biosynthesis of secondary metabolites
YGL180W	4140	Regulation of autophagy
YGL173C	3008	Ribosome biogenesis in eukaryotes
YGL173C	3018	RNA degradation
YGL172W	3013	RNA transport
tK(CUU)G2	970	Aminoacyl-tRNA biosynthesis
YGL163C	3440	Homologous recombination
tL(CAA)G1	970	Aminoacyl-tRNA biosynthesis
YGL156W	511	Other glycan degradation
YGL153W	4146	Peroxisome
YGL148W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YGL148W	1100	Metabolic pathways
YGL148W	1110	Biosynthesis of secondary metabolites
YGL147C	3010	Ribosome
YGL142C	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YGL142C	1100	Metabolic pathways
YGL141W	4120	Ubiquitin mediated proteolysis
YGL135W	3010	Ribosome
YGL125W	670	One carbon pool by folate
YGL125W	680	Methane metabolism
YGL125W	1100	Metabolic pathways
YGL123W	3010	Ribosome
YGL120C	3040	Spliceosome
tW(CCA)G1	970	Aminoacyl-tRNA biosynthesis
YGL116W	4111	Cell cycle - yeast
YGL116W	4113	Meiosis - yeast
YGL116W	4120	Ubiquitin mediated proteolysis
YGL112C	3022	Basal transcription factors
YGL103W	3010	Ribosome
YGL100W	3013	RNA transport
YGL099W	3008	Ribosome biogenesis in eukaryotes
YGL098W	4130	SNARE interactions in vesicular transport
tH(GUG)G2	970	Aminoacyl-tRNA biosynthesis
tE(UUC)G1	970	Aminoacyl-tRNA biosynthesis
YGL094C	3018	RNA degradation
YGL090W	3450	Non-homologous end-joining
YGL089C	4011	MAPK signaling pathway - yeast
YGL086W	4111	Cell cycle - yeast
YGL086W	4113	Meiosis - yeast
YGL076C	3010	Ribosome
YGL070C	230	Purine metabolism
YGL070C	240	Pyrimidine metabolism
YGL070C	1100	Metabolic pathways
YGL070C	3020	RNA polymerase
YGL065C	510	N-Glycan biosynthesis
YGL065C	513	Various types of N-glycan biosynthesis
YGL065C	1100	Metabolic pathways
YGL063W	240	Pyrimidine metabolism
YGL062W	20	Citrate cycle (TCA cycle)
YGL062W	620	Pyruvate metabolism
YGL062W	1100	Metabolic pathways
YGL058W	4120	Ubiquitin mediated proteolysis
YGL055W	1040	Biosynthesis of unsaturated fatty acids
tE(UUC)G2	970	Aminoacyl-tRNA biosynthesis
tR(UCU)G1	970	Aminoacyl-tRNA biosynthesis
YGL049C	3013	RNA transport
YGL048C	3050	Proteasome
YGL047W	510	N-Glycan biosynthesis
YGL047W	513	Various types of N-glycan biosynthesis
YGL047W	1100	Metabolic pathways
tV(AAC)G1	970	Aminoacyl-tRNA biosynthesis
YGL044C	3015	mRNA surveillance pathway
YGL040C	860	Porphyrin and chlorophyll metabolism
YGL040C	1100	Metabolic pathways
YGL040C	1110	Biosynthesis of secondary metabolites
tL(CAA)G2	970	Aminoacyl-tRNA biosynthesis
YGL038C	513	Various types of N-glycan biosynthesis
YGL038C	1100	Metabolic pathways
YGL037C	760	Nicotinate and nicotinamide metabolism
YGL037C	1100	Metabolic pathways
YGL031C	3010	Ribosome
YGL030W	3010	Ribosome
tF(GAA)G	970	Aminoacyl-tRNA biosynthesis
YGL027C	510	N-Glycan biosynthesis
YGL027C	1100	Metabolic pathways
YGL027C	4141	Protein processing in endoplasmic reticulum
YGL026C	260	Glycine, serine and threonine metabolism
YGL026C	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YGL026C	1100	Metabolic pathways
YGL026C	1110	Biosynthesis of secondary metabolites
YGL022W	510	N-Glycan biosynthesis
YGL022W	513	Various types of N-glycan biosynthesis
YGL022W	1100	Metabolic pathways
YGL022W	4141	Protein processing in endoplasmic reticulum
YGL019W	3008	Ribosome biogenesis in eukaryotes
YGL012W	100	Steroid biosynthesis
YGL012W	1100	Metabolic pathways
YGL011C	3050	Proteasome
YGL009C	290	Valine, leucine and isoleucine biosynthesis
YGL009C	1100	Metabolic pathways
YGL009C	1110	Biosynthesis of secondary metabolites
YGL008C	190	Oxidative phosphorylation
YGL003C	4111	Cell cycle - yeast
YGL003C	4120	Ubiquitin mediated proteolysis
YGL001C	100	Steroid biosynthesis
YGL001C	1100	Metabolic pathways
YGR003W	4120	Ubiquitin mediated proteolysis
YGR005C	3022	Basal transcription factors
YGR006W	3040	Spliceosome
YGR007W	564	Glycerophospholipid metabolism
YGR007W	1100	Metabolic pathways
YGR009C	4130	SNARE interactions in vesicular transport
YGR010W	760	Nicotinate and nicotinamide metabolism
YGR010W	1100	Metabolic pathways
YGR012W	270	Cysteine and methionine metabolism
YGR012W	920	Sulfur metabolism
YGR012W	1100	Metabolic pathways
YGR019W	250	Alanine, aspartate and glutamate metabolism
YGR019W	280	Valine, leucine and isoleucine degradation
YGR019W	410	beta-Alanine metabolism
YGR019W	640	Propanoate metabolism
YGR019W	650	Butanoate metabolism
YGR019W	1100	Metabolic pathways
YGR020C	190	Oxidative phosphorylation
YGR020C	1100	Metabolic pathways
YGR020C	4145	Phagosome
tD(GUC)G1	970	Aminoacyl-tRNA biosynthesis
YGR027C	3010	Ribosome
tE(UUC)G3	970	Aminoacyl-tRNA biosynthesis
tD(GUC)G2	970	Aminoacyl-tRNA biosynthesis
YGR030C	3008	Ribosome biogenesis in eukaryotes
YGR030C	3013	RNA transport
YGR032W	500	Starch and sucrose metabolism
YGR032W	4011	MAPK signaling pathway - yeast
YGR034W	3010	Ribosome
YGR036C	510	N-Glycan biosynthesis
tS(AGA)G	970	Aminoacyl-tRNA biosynthesis
YGR040W	4011	MAPK signaling pathway - yeast
YGR043C	30	Pentose phosphate pathway
YGR043C	1100	Metabolic pathways
YGR043C	1110	Biosynthesis of secondary metabolites
YGR044C	4113	Meiosis - yeast
YGR044C	4144	Endocytosis
YGR048W	4141	Protein processing in endoplasmic reticulum
YGR059W	4113	Meiosis - yeast
YGR060W	100	Steroid biosynthesis
YGR060W	1100	Metabolic pathways
YGR061C	230	Purine metabolism
YGR061C	1100	Metabolic pathways
YGR061C	1110	Biosynthesis of secondary metabolites
YGR074W	3040	Spliceosome
YGR075C	3040	Spliceosome
YGR083C	3013	RNA transport
YGR085C	3010	Ribosome
YGR087C	10	Glycolysis / Gluconeogenesis
YGR087C	1100	Metabolic pathways
YGR087C	1110	Biosynthesis of secondary metabolites
YGR088W	380	Tryptophan metabolism
YGR088W	680	Methane metabolism
YGR088W	1100	Metabolic pathways
YGR088W	4011	MAPK signaling pathway - yeast
YGR088W	4146	Peroxisome
tT(UGU)G1	970	Aminoacyl-tRNA biosynthesis
YGR090W	3008	Ribosome biogenesis in eukaryotes
YGR091W	3040	Spliceosome
YGR092W	4111	Cell cycle - yeast
YGR094W	290	Valine, leucine and isoleucine biosynthesis
YGR094W	970	Aminoacyl-tRNA biosynthesis
YGR095C	3018	RNA degradation
YGR098C	4111	Cell cycle - yeast
YGR098C	4113	Meiosis - yeast
tL(GAG)G	970	Aminoacyl-tRNA biosynthesis
tK(UUU)G2	970	Aminoacyl-tRNA biosynthesis
YGR108W	4111	Cell cycle - yeast
